iatiidentifier,donor_ref,donor,x1_donor_type,modality,status_code,status_name,recipient_main,commitment_usd,disbursement_usd,n_disb_years,first_disb_year,last_disb_year,y1_gap,planned_end,actual_end,y2_early_days,budget_orig,budget_ccy,n_budget_lines,cp_eligible,planned_start,actual_start
44000-P176137,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,AF,132000000.0,131072400.0,1,2021,2021,0.0070272727272727275,2022-06-30,2022-06-30,0,-262144800.0,USD,12,0,2021-06-24,2021-06-24
44000-P176148,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CV,52500000.0,55797538.0,2,2022,2025,-0.06281024761904762,2026-02-15,2026-02-15,0,-110431430.84,USD,4,0,2022-10-14,2022-11-17
44000-P176278,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,AM,100000000.0,103412920.0,1,2023,2023,-0.0341292,2024-03-29,2024-03-29,0,-182865490.78,USD,4,0,2021-09-30,2023-03-24
44000-P176353,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,UZ,400000000.0,400000000.0,1,2021,2021,0.0,2023-06-30,2023-06-30,0,-676314719.54,USD,4,0,2021-08-27,2021-12-16
44000-P176387,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PE,350000000.0,350000000.0,1,2021,2021,0.0,2022-12-31,2022-12-31,0,-392355636.54,USD,12,0,2021-06-29,2021-06-24
44000-P176420,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,SC,35000000.0,35000000.0,1,2021,2021,0.0,2022-12-23,2022-12-23,0,-54626568.36,USD,4,0,2021-10-28,2021-12-16
44000-P176447,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,IN,500000000.0,499879904.0,1,2021,2021,0.000240192,2022-12-31,2022-12-31,0,-771640524.62,USD,12,0,2023-08-31,2021-06-29
44000-P176498,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,NP,100000000.0,98095270.0,1,2024,2024,0.0190473,2025-02-28,2025-02-28,0,-193705592.36,USD,4,0,2022-10-10,2024-02-29
44000-P176505,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CO,500000000.0,501584877.0,2,2021,2025,-0.003169754,2023-11-15,2023-11-15,0,-737725419.6,USD,4,0,2021-06-15,2021-11-11
44000-P176513,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BJ,100000000.0,98279536.0,1,2021,2021,0.01720464,2022-12-31,2022-12-31,0,-193707929.56,USD,4,0,2021-12-02,2021-12-16
44000-P176650,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CO,300000000.0,302940712.0,2,2022,2025,-0.009802373333333333,2025-06-15,2025-06-15,0,-458074928.5,USD,4,0,2021-12-09,2021-12-17
44000-P176663,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GD,25000000.0,25000000.0,1,2022,2022,0.0,2023-12-31,2023-12-31,0,-47699500.0,USD,4,0,2022-05-25,2022-05-25
44000-P176717,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,VN,221500000.0,204965948.0,1,2022,2022,0.07464583295711061,2022-12-15,2022-12-15,0,-381000197.58,USD,4,0,2021-06-29,2021-06-29
44000-P176756,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,KH,200000000.0,182822400.0,1,2022,2022,0.085888,2022-05-31,2022-05-31,0,-351801461.78,USD,4,0,2021-06-24,2021-06-24
44000-P176762,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MZ,300000000.0,284883552.0,1,2022,2022,0.05038816,2023-06-30,2023-06-30,0,-569767104.0,USD,4,0,2021-10-28,2022-07-13
44000-P176788,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CO,750000000.0,752451598.0,2,2022,2025,-0.0032687973333333335,2023-03-24,2023-03-24,0,-1160973290.82,USD,4,0,2021-11-08,2022-03-24
44000-P176810,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BW,150000000.0,150000000.0,1,2024,2024,0.0,2024-06-30,2024-06-30,0,-261049617.08,USD,4,0,2022-04-20,2023-06-16
44000-P176881,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,NP,150000000.0,144929554.0,1,2022,2022,0.03380297333333333,2023-06-30,2023-06-30,0,-281865649.58,USD,4,0,2022-02-24,2022-03-24
44000-P176891,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PH,600000000.0,600000000.0,1,2022,2022,0.0,2023-03-31,2023-03-31,0,-936433033.92,USD,4,0,2021-12-15,2021-12-10
44000-P176903,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,KE,750000000.0,750000000.0,1,2022,2022,0.0,2023-02-28,2023-02-28,0,-1284646174.4,USD,4,0,2022-01-31,2022-03-16
44000-P176930,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,VU,10000000.0,9555552.0,1,2023,2023,0.0444448,2025-06-30,2025-06-30,0,-19111104.0,USD,4,0,2022-03-31,2022-06-22
44000-P176937,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MA,500000000.0,487108528.0,1,2022,2022,0.025782944,2023-06-30,2023-06-30,0,-833060127.32,USD,4,0,2022-03-31,2022-06-16
44000-P176983,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,EC,700000000.0,700000000.0,1,2022,2022,0.0,2023-01-31,2023-01-31,0,-1227513398.66,USD,4,0,2022-03-31,2022-02-01
44000-P176993,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,LR,55000000.0,54441088.0,1,2022,2022,0.010162036363636363,2023-12-31,2023-12-31,0,-108882176.0,USD,4,0,2022-05-06,2022-09-30
44000-P177001,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,HN,100000000.0,100000000.0,1,2024,2024,0.0,2025-06-30,2025-06-30,0,-172980555.56,USD,4,0,2022-06-22,2022-06-16
44000-P177029,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CR,500000000.0,500000000.0,1,2025,2025,0.0,2025-09-30,2025-09-30,0,-958654426.42,USD,4,0,2022-06-15,2023-06-16
44000-P177125,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PH,500000000.0,500000000.0,3,2021,2023,0.0,2023-09-04,2023-09-04,0,-793842087.1,USD,4,1,2021-10-28,2021-11-17
44000-P177410,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,RS,160000000.0,160457008.0,2,2023,2024,-0.0028563,2024-06-30,2024-06-30,0,-299201163.84,USD,4,0,2022-04-19,2023-03-09
44000-P177460,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CD,250000000.0,243003420.0,1,2022,2022,0.02798632,2023-06-30,2023-06-30,0,-486006840.0,USD,4,0,2022-07-05,2022-06-23
44000-P177632,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BR,470169601.0,470169601.0,1,2022,2022,0.0,2024-12-31,2024-12-31,0,-584856459.22,USD,4,0,2022-04-13,2022-04-28
44000-P177712,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BT,52500000.0,52297423.0,1,2022,2022,0.003858609523809524,2023-06-30,2023-06-30,0,-101675160.56,USD,4,0,2022-06-20,2022-06-21
44000-P177726,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,ID,750000000.0,752919940.0,1,2022,2022,-0.0038932533333333333,2023-06-30,2023-06-30,0,-1313347815.76,USD,4,0,2022-06-17,2022-06-17
44000-P177748,44000,EN: World Bank,Multilateral,A02_sector,2,Implementation,GM,60000000.0,40545785.0,1,2023,2023,0.32423691666666665,2027-12-31,2027-12-31,0,-81091570.0,USD,4,0,2023-11-20,2023-11-20
44000-P177765,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PE,500000000.0,500000000.0,1,2022,2022,0.0,2023-06-30,2023-06-30,0,-793128929.92,USD,4,0,2022-01-12,2022-03-31
44000-P177776,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,NP,100000000.0,95593446.0,1,2022,2022,0.04406554,2023-06-30,2023-06-30,0,-186191320.26,USD,4,0,2022-06-15,2022-07-14
44000-P177794,44000,EN: World Bank,Multilateral,A02_sector,2,Implementation,KI,10000000.0,8167046.0,1,2023,2023,0.1832954,2026-12-31,2026-12-31,0,-16334092.0,USD,4,0,2023-11-30,2023-11-30
44000-P177797,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GE,50000000.0,50257249.0,1,2023,2023,-0.00514498,2024-03-31,2024-03-31,0,-89432309.64,USD,4,0,2022-06-21,2023-03-24
44000-P177807,44000,EN: World Bank,Multilateral,A02_sector,2,Implementation,DM,20000000.0,0,0,,,1.0,2028-05-05,2028-05-05,0,0.0,USD,4,0,2022-06-17,2022-06-03
44000-P177930,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TJ,50000000.0,52749840.0,1,2023,2023,-0.0549968,2024-06-30,2024-06-30,0,-105499680.0,USD,4,0,2022-06-15,2023-01-12
44000-P177931,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,UA,838750000.0,818995184.0,2,2021,2022,0.023552686736214606,2023-01-31,2023-01-31,0,-2389512681.78,USD,4,0,2021-12-17,2021-12-17
44000-P177985,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,IN,750000000.0,750000000.0,1,2023,2023,0.0,2023-06-30,2023-06-30,0,-1199067392.56,USD,4,0,2022-07-29,2022-06-29
44000-P178042,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BJ,150000000.0,143262350.0,1,2022,2022,0.04491766666666667,2023-09-30,2023-09-30,0,-286524700.0,USD,4,0,2022-10-31,2022-09-21
44000-P178064,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CI,400000000.0,429183400.0,1,2022,2022,-0.0729585,2023-12-31,2023-12-31,0,-848987916.58,USD,4,0,2022-09-15,2022-12-08
44000-P178113,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,RW,200000000.0,200000000.0,1,2023,2023,0.0,2023-06-30,2023-06-30,0,-400000000.0,USD,4,0,2022-12-06,2022-12-22
44000-P178115,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,RS,160000000.0,181263021.0,1,2025,2025,-0.13289388125,2026-03-31,2026-03-31,0,-358089211.9,USD,4,0,2025-03-06,2025-03-06
44000-P178122,44000,EN: World Bank,Multilateral,A02_sector,2,Implementation,DO,230000000.0,1722125.0,2,2024,2026,0.9925125,2029-01-15,2029-01-15,0,316943.24,USD,4,0,2022-03-31,2022-12-02
44000-P178156,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TZ,500000000.0,500000000.0,1,2022,2022,0.0,2023-12-31,2023-12-31,0,-903121251.26,USD,4,0,2022-05-31,2022-12-20
44000-P178202,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,AL,120000000.0,122531227.0,1,2023,2023,-0.021093558333333335,2024-12-31,2024-12-31,0,-224672306.0,USD,4,0,2022-12-14,2023-03-16
44000-P178209,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,SC,25000000.0,25000000.0,1,2022,2022,0.0,2024-03-15,2024-03-15,0,-40935524.82,USD,4,0,2022-11-08,2022-12-20
44000-P178210,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,SC,25000000.0,25000000.0,1,2024,2024,0.0,2025-12-31,2025-12-31,0,-44594371.9,USD,4,0,2023-11-07,2024-01-11
44000-P178224,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MX,700000000.0,700000000.0,1,2022,2022,0.0,2023-12-31,2023-12-31,0,-1110747899.74,USD,4,0,2022-03-31,2022-05-31
44000-P178285,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PY,240000000.0,240000000.0,2,2022,2023,0.0,2023-12-15,2023-12-15,0,-390950306.14,USD,4,0,2022-07-15,2022-06-30
44000-P178303,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,KZ,600000000.0,541696008.0,1,2024,2024,0.09717332,2025-12-31,2025-12-31,0,-1068512444.12,USD,4,0,2022-09-19,2024-03-14
44000-P178321,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,SL,100000000.0,103957516.0,1,2022,2022,-0.03957516,2023-11-30,2023-11-30,0,-196729632.0,USD,146,0,2022-09-20,2022-12-05
44000-P178322,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,SL,65000000.0,66178530.0,1,2023,2023,-0.018131230769230768,2024-12-30,2024-12-30,0,-132357060.0,USD,4,0,2023-11-30,2023-12-14
44000-P178329,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,IN,190000000.0,190000000.0,1,2022,2022,0.0,2024-06-30,2024-06-30,0,-298633968.26,USD,4,0,2022-07-20,2022-06-30
44000-P178382,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MA,500000000.0,504479018.0,1,2024,2024,-0.008958036,2024-12-31,2024-12-31,0,-942939111.2,USD,4,0,2023-12-15,2023-12-19
44000-P178423,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,NE,350000000.0,375306750.0,1,2022,2022,-0.072305,2023-12-31,2023-12-31,0,-750613500.0,USD,4,0,2022-11-30,2022-12-09
44000-P178481,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BD,500000000.0,493349067.0,1,2024,2024,0.013301866,2025-06-30,2025-06-30,0,-970057854.5,USD,4,0,2024-06-21,2024-06-21
44000-P178531,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,NP,80000000.0,79987050.0,1,2024,2024,0.000161875,2025-04-25,2025-04-25,0,-158084843.82,USD,4,0,2024-05-06,2024-05-06
44000-P178570,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,DO,400000000.0,400000000.0,1,2024,2024,0.0,2024-06-28,2024-06-28,0,-693903559.98,USD,4,0,2023-03-31,2023-05-26
44000-P178591,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PE,750000000.0,750000000.0,1,2023,2023,0.0,2025-12-29,2025-12-29,0,-1227994785.92,USD,4,0,2022-10-31,2022-12-15
44000-P178614,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CG,50000000.0,53807040.0,1,2022,2022,-0.0761408,2023-12-19,2023-12-19,0,-106155813.84,USD,4,0,2022-11-30,2022-12-16
44000-P178634,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PH,750000000.0,750000000.0,1,2023,2023,0.0,2024-12-31,2024-12-31,0,-1269407185.74,USD,4,0,2023-05-16,2023-06-13
44000-P178635,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BT,50000000.0,50154552.0,1,2023,2023,-0.00309104,2024-06-30,2024-06-30,0,-98933142.18,USD,4,0,2023-06-01,2023-08-22
44000-P178636,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,EC,500000000.0,500000000.0,1,2022,2022,0.0,2023-12-15,2023-12-15,0,-816665924.84,USD,146,0,2022-10-14,2022-12-06
44000-P178646,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,ME,86600000.0,83512000.0,1,2024,2024,0.03565819861431871,2026-03-31,2026-03-31,0,-160776964.92,USD,4,0,2023-01-31,2024-10-04
44000-P178668,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MZ,300000000.0,305014402.0,1,2023,2023,-0.016714673333333332,2024-12-31,2024-12-31,0,-610028804.0,USD,4,0,2023-07-06,2023-11-22
44000-P178676,44000,EN: World Bank,Multilateral,A02_sector,2,Implementation,SB,20000000.0,20607365.0,2,2023,2026,-0.03036825,2026-12-31,2026-12-31,0,-41214730.0,USD,4,0,2022-11-15,2023-11-30
44000-P178687,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,NP,100000000.0,99996786.0,1,2025,2025,3.214e-05,2025-12-15,2025-12-15,0,-198333874.56,USD,4,0,2024-12-12,2024-12-12
44000-P178729,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BR,135238245.0,135238245.0,1,2023,2023,0.0,2024-12-31,2024-12-31,0,-180861191.82,USD,4,0,2022-05-18,2022-06-16
44000-P178912,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,RO,641700000.0,633240000.0,1,2022,2022,0.013183730715287518,2023-09-30,2023-09-30,0,-1103057033.58,USD,4,0,2022-06-30,2022-06-30
44000-P178930,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,GD,30000000.0,30000000.0,1,2023,2023,0.0,2024-12-31,2024-12-31,0,-58008733.34,USD,4,0,2023-06-07,2023-07-20
44000-P179006,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CI,300000000.0,310271640.0,1,2023,2023,-0.0342388,2024-12-31,2024-12-31,0,-620543280.0,USD,4,0,2023-11-03,2023-12-08
44000-P179007,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,UZ,950000000.0,950000000.0,1,2022,2022,0.0,2024-07-01,2024-07-01,0,-1668829459.9,USD,4,0,2022-07-29,2022-12-14
44000-P179019,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,KH,274000000.0,274000000.0,1,2023,2023,0.0,2023-10-31,2023-10-31,0,-548000000.0,USD,4,0,2022-12-22,2022-12-20
44000-P179077,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,ZA,1000000000.0,1000000000.0,1,2024,2024,0.0,2025-02-28,2025-02-28,0,-1518390469.96,USD,148,0,2022-10-28,2023-10-24
44000-P179079,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BD,500000000.0,507698759.0,1,2023,2023,-0.015397518,2024-06-30,2024-06-30,0,-996206036.08,USD,4,0,2022-12-21,2023-04-27
44000-P179086,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,MD,100000000.0,101254740.0,1,2023,2023,-0.0125474,2024-05-24,2024-05-24,0,-173788260.82,USD,4,0,2023-06-21,2023-05-25
44000-P179112,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BB,100000000.0,100000000.0,1,2023,2023,0.0,2024-03-30,2024-03-30,0,-163168592.62,USD,4,0,2023-02-28,2023-01-10
44000-P179141,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CD,500000000.0,500000000.0,1,2023,2023,0.0,2024-06-30,2024-06-30,0,-1000000000.0,USD,4,0,2023-02-22,2023-03-28
44000-P179182,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,BR,135238245.0,135238245.0,1,2024,2024,0.0,2024-12-31,2024-12-31,0,-215230762.78,USD,4,0,2023-10-26,2023-11-16
44000-P179214,44000,EN: World Bank,Multilateral,A02_sector,2,Implementation,PE,750000000.0,750000000.0,1,2024,2024,0.0,2026-11-30,2026-11-30,0,-1323805359.1,USD,4,0,2023-07-07,2023-10-26
44000-P179263,44000,EN: World Bank,Multilateral,A02_sector,2,Implementation,MR,48000000.0,24402420.0,1,2024,2024,0.49161625,2027-06-30,2027-06-30,0,-48804840.0,USD,4,0,2023-08-24,2024-02-29
44000-P179265,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,CV,25000000.0,25706112.0,1,2023,2023,-0.02824448,2024-12-31,2024-12-31,0,-50943777.24,USD,4,0,2023-12-11,2023-12-11
44000-P179294,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,TG,150000000.0,145270320.0,1,2023,2023,0.0315312,2024-10-20,2024-10-20,0,-290540640.0,USD,4,0,2023-05-31,2023-09-06
44000-P179297,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,RO,650000000.0,638304960.0,1,2023,2023,0.01799236923076923,2024-09-30,2024-09-30,0,-1158727668.32,USD,4,0,2023-09-29,2023-06-30
44000-P179307,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,SO,75000000.0,74683712.0,2,2023,2025,0.004217173333333333,2025-01-31,2025-01-31,0,-149367422.8,USD,4,0,2023-07-27,2023-07-28
44000-P179361,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PH,600000000.0,600000000.0,1,2024,2024,0.0,2024-12-31,2024-12-31,0,-1035047233.3,USD,4,0,2023-12-08,2023-09-29
44000-P179367,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,UY,350000000.0,350000000.0,1,2024,2024,0.0,2025-11-30,2025-11-30,0,-623226350.08,USD,4,0,2023-11-16,2023-11-16
44000-P179512,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,AO,500000000.0,500000000.0,1,2023,2023,0.0,2024-06-30,2024-06-30,0,-843869318.98,USD,4,0,2023-07-20,2023-06-30
44000-P179513,44000,EN: World Bank,Multilateral,A02_sector,2,Implementation,AO,500000000.0,500000000.0,1,2024,2024,0.0,2026-12-31,2026-12-31,0,-918147620.46,USD,4,0,2024-05-27,2024-09-30
44000-P179539,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,LC,40000000.0,40301785.0,1,2024,2024,-0.007544625,2024-12-31,2024-12-31,0,-79426661.62,USD,4,0,2023-01-26,2024-01-11
44000-P179763,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,KM,19952908.0,19541211.0,1,2023,2023,0.020633433482477842,2024-12-15,2024-12-15,0,-38988237.66,USD,4,0,2023-05-31,2023-09-29
44000-P179808,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,LK,500000000.0,495624384.0,1,2023,2023,0.008751232,2024-10-31,2024-10-31,0,-991248768.0,USD,4,0,2023-05-31,2023-06-28
44000-P179813,44000,EN: World Bank,Multilateral,A02_sector,2,Implementation,TO,25000000.0,5071404.0,1,2024,2024,0.79714384,2026-12-31,2026-12-31,0,-10142808.0,USD,4,0,2023-08-04,2024-01-19
44000-P179817,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,PA,150000000.0,150000000.0,1,2023,2023,0.0,2025-12-31,2025-12-31,0,-216731834.52,USD,4,0,2023-04-05,2023-04-27
44000-P179820,44000,EN: World Bank,Multilateral,A02_sector,2,Implementation,TV,11500000.0,7466872.0,1,2023,2023,0.35070678260869564,2026-10-30,2026-10-30,0,-14933743.98,USD,4,0,2023-11-23,2023-09-22
44000-P179849,44000,EN: World Bank,Multilateral,A02_sector,3,Finalisation,AM,100000000.0,97039605.0,1,2024,2024,0.02960395,2025-03-31,2025-03-31,0,-183438386.52,USD,4,0,2024-04-24,2024-04-24
